"genus","species","pa","ny","total","pa.pc","ny.pc"
"Abelmoschus","Abelmoschus esculentus",6,7,13,46.1538461538462,53.8461538461538
"Abies","Abies balsamea",18,363,381,4.7244094488189,95.2755905511811
"Abies","Abies concolor",1,19,20,5,95
"Abutilon","Abutilon theophrasti",500,472,972,51.440329218107,48.559670781893
"Acalypha","Acalypha gracilens",1,3,4,25,75
"Acalypha","Acalypha rhomboidea",48,288,336,14.2857142857143,85.7142857142857
"Acalypha","Acalypha virginica",202,170,372,54.3010752688172,45.6989247311828
"Acalypha","Acalypha wilkesiana",1,0,1,100,0
"Acanthus","Acanthus mollis",3,0,3,100,0
"Acer","Acer campestre",27,32,59,45.7627118644068,54.2372881355932
"Acer","Acer freemanii",14,32,46,30.4347826086957,69.5652173913043
"Acer","Acer negundo",964,1554,2518,38.2843526608419,61.7156473391581
"Acer","Acer nigrum",42,26,68,61.7647058823529,38.2352941176471
"Acer","Acer palmatum",70,180,250,28,72
"Acer","Acer pensylvanicum",336,745,1081,31.0823311748381,68.9176688251619
"Acer","Acer pictum",1,0,1,100,0
"Acer","Acer platanoides",904,1397,2301,39.2872664059105,60.7127335940895
"Acer","Acer pseudoplatanus",77,276,353,21.8130311614731,78.1869688385269
"Acer","Acer rubrum",850,1327,2177,39.0445567294442,60.9554432705558
"Acer","Acer saccharinum",488,448,936,52.1367521367521,47.8632478632479
"Acer","Acer saccharum",355,533,888,39.9774774774775,60.0225225225225
"Acer","Acer spicatum",39,140,179,21.7877094972067,78.2122905027933
"Acer","Acer tataricum",19,33,52,36.5384615384615,63.4615384615385
"Achillea","Achillea filipendulina",6,23,29,20.6896551724138,79.3103448275862
"Achillea","Achillea millefolium",948,1109,2057,46.0865337870685,53.9134662129315
"Achillea","Achillea ptarmica",6,15,21,28.5714285714286,71.4285714285714
"Aconitum","Aconitum napellus",1,3,4,25,75
"Aconitum","Aconitum uncinatum",3,0,3,100,0
"Acorus","Acorus calamus",10,16,26,38.4615384615385,61.5384615384615
"Actaea","Actaea pachypoda",214,643,857,24.9708284714119,75.0291715285881
"Actaea","Actaea podocarpa",1,0,1,100,0
"Actaea","Actaea racemosa",250,115,365,68.4931506849315,31.5068493150685
"Actaea","Actaea rubra",14,197,211,6.63507109004739,93.3649289099526
"Actinidia","Actinidia arguta",7,9,16,43.75,56.25
"Adiantum","Adiantum pedatum",244,336,580,42.0689655172414,57.9310344827586
"Adlumia","Adlumia fungosa",7,5,12,58.3333333333333,41.6666666666667
"Aegopodium","Aegopodium podagraria",465,566,1031,45.101842870999,54.898157129001
"Aesculus","Aesculus flava",18,44,62,29.0322580645161,70.9677419354839
"Aesculus","Aesculus glabra",32,58,90,35.5555555555556,64.4444444444444
"Aesculus","Aesculus hippocastanum",56,258,314,17.8343949044586,82.1656050955414
"Aesculus","Aesculus parviflora",63,202,265,23.7735849056604,76.2264150943396
"Aesculus","Aesculus pavia",37,26,63,58.7301587301587,41.2698412698413
"Aethusa","Aethusa cynapium",9,0,9,100,0
"Agalinis","Agalinis purpurea",37,23,60,61.6666666666667,38.3333333333333
"Agalinis","Agalinis tenuifolia",5,31,36,13.8888888888889,86.1111111111111
"Agastache","Agastache foeniculum",29,55,84,34.5238095238095,65.4761904761905
"Agastache","Agastache nepetoides",20,9,29,68.9655172413793,31.0344827586207
"Agastache","Agastache scrophulariifolia",1,2,3,33.3333333333333,66.6666666666667
"Ageratina","Ageratina altissima",2053,8519,10572,19.4192205826712,80.5807794173288
"Ageratina","Ageratina aromatica",26,6,32,81.25,18.75
"Agrimonia","Agrimonia gryposepala",8,21,29,27.5862068965517,72.4137931034483
"Agrimonia","Agrimonia parviflora",117,35,152,76.9736842105263,23.0263157894737
"Agrimonia","Agrimonia rostellata",1,1,2,50,50
"Agrostemma","Agrostemma githago",4,1,5,80,20
"Agrostis","Agrostis gigantea",2,3,5,40,60
"Agrostis","Agrostis perennans",6,2,8,75,25
"Ailanthus","Ailanthus altissima",1319,4421,5740,22.9790940766551,77.0209059233449
"Ajania","Ajania pacifica",1,0,1,100,0
"Ajuga","Ajuga genevensis",2,3,5,40,60
"Ajuga","Ajuga reptans",657,658,1315,49.9619771863118,50.0380228136882
"Akebia","Akebia quinata",79,73,152,51.9736842105263,48.0263157894737
"Albizia","Albizia julibrissin",243,268,511,47.5538160469667,52.4461839530333
"Alcea","Alcea rosea",18,36,54,33.3333333333333,66.6666666666667
"Alchemilla","Alchemilla mollis",4,4,8,50,50
"Alisma","Alisma subcordatum",28,10,38,73.6842105263158,26.3157894736842
"Alkekengi","Alkekengi officinarum",9,30,39,23.0769230769231,76.9230769230769
"Alliaria","Alliaria petiolata",4453,5803,10256,43.4184867394696,56.5815132605304
"Allium","Allium canadense",27,17,44,61.3636363636364,38.6363636363636
"Allium","Allium cernuum",28,14,42,66.6666666666667,33.3333333333333
"Allium","Allium moly",1,1,2,50,50
"Allium","Allium multibulbosum",1,0,1,100,0
"Allium","Allium oleraceum",5,0,5,100,0
"Allium","Allium schoenoprasum",30,53,83,36.144578313253,63.855421686747
"Allium","Allium tricoccum",45,68,113,39.8230088495575,60.1769911504425
"Allium","Allium tuberosum",41,67,108,37.962962962963,62.037037037037
"Allium","Allium vineale",305,637,942,32.3779193205945,67.6220806794055
"Alnus","Alnus glutinosa",30,80,110,27.2727272727273,72.7272727272727
"Alnus","Alnus incana",10,35,45,22.2222222222222,77.7777777777778
"Alnus","Alnus serrulata",16,20,36,44.4444444444444,55.5555555555556
"Alopecurus","Alopecurus aequalis",1,0,1,100,0
"Alopecurus","Alopecurus carolinianus",1,0,1,100,0
"Alopecurus","Alopecurus pratensis",2,4,6,33.3333333333333,66.6666666666667
"Althaea","Althaea officinalis",12,15,27,44.4444444444444,55.5555555555556
"Amaranthus","Amaranthus albus",6,10,16,37.5,62.5
"Amaranthus","Amaranthus blitum",24,192,216,11.1111111111111,88.8888888888889
"Amaranthus","Amaranthus cannabinus",1,8,9,11.1111111111111,88.8888888888889
"Amaranthus","Amaranthus caudatus",3,5,8,37.5,62.5
"Amaranthus","Amaranthus cruentus",5,78,83,6.02409638554217,93.9759036144578
"Amaranthus","Amaranthus emarginatus",1,0,1,100,0
"Amaranthus","Amaranthus hybridus",2,6,8,25,75
"Amaranthus","Amaranthus retroflexus",15,29,44,34.0909090909091,65.9090909090909
"Amaranthus","Amaranthus spinosus",8,5,13,61.5384615384615,38.4615384615385
"Amauropelta","Amauropelta noveboracensis",369,453,822,44.8905109489051,55.1094890510949
"Ambrosia","Ambrosia artemisiifolia",793,1105,1898,41.7808219178082,58.2191780821918
"Ambrosia","Ambrosia psilostachya",2,0,2,100,0
"Ambrosia","Ambrosia trifida",367,242,609,60.2627257799672,39.7372742200328
"Amelanchier","Amelanchier arborea",23,99,122,18.8524590163934,81.1475409836066
"Amelanchier","Amelanchier canadensis",3,17,20,15,85
"Amelanchier","Amelanchier laevis",2,14,16,12.5,87.5
"Amianthium","Amianthium muscitoxicum",104,0,104,100,0
"Ammannia","Ammannia coccinea",4,1,5,80,20
"Amorpha","Amorpha fruticosa",95,308,403,23.5732009925558,76.4267990074442
"Ampelopsis","Ampelopsis glandulosa",440,2904,3344,13.1578947368421,86.8421052631579
"Amphicarpaea","Amphicarpaea bracteata",293,358,651,45.0076804915515,54.9923195084485
"Amsonia","Amsonia tabernaemontana",50,55,105,47.6190476190476,52.3809523809524
"Anaphalis","Anaphalis margaritacea",82,167,249,32.9317269076305,67.0682730923695
"Anchistea","Anchistea virginica",2,18,20,10,90
"Andersonglossum","Andersonglossum virginianum",14,0,14,100,0
"Andromeda","Andromeda polifolia",6,51,57,10.5263157894737,89.4736842105263
"Andropogon","Andropogon gerardi",81,98,179,45.2513966480447,54.7486033519553
"Andropogon","Andropogon virginicus",69,20,89,77.5280898876404,22.4719101123596
"Anemonastrum","Anemonastrum canadense",63,230,293,21.5017064846416,78.4982935153584
"Anemone","Anemone blanda",20,41,61,32.7868852459016,67.2131147540984
"Anemone","Anemone nemorosa",7,14,21,33.3333333333333,66.6666666666667
"Anemone","Anemone quinquefolia",254,328,582,43.6426116838488,56.3573883161512
"Anemone","Anemone ranunculoides",1,6,7,14.2857142857143,85.7142857142857
"Anemone","Anemone sylvestris",1,9,10,10,90
"Anemone","Anemone virginiana",106,204,310,34.1935483870968,65.8064516129032
"Aneura","Aneura pinguis",4,0,4,100,0
"Angelica","Angelica atropurpurea",37,140,177,20.9039548022599,79.0960451977401
"Angelica","Angelica triquinata",4,0,4,100,0
"Angelica","Angelica venenosa",5,1,6,83.3333333333333,16.6666666666667
"Anisocampium","Anisocampium niponicum",21,29,50,42,58
"Antennaria","Antennaria howellii",3,10,13,23.0769230769231,76.9230769230769
"Antennaria","Antennaria neglecta",14,15,29,48.2758620689655,51.7241379310345
"Antennaria","Antennaria plantaginifolia",13,12,25,52,48
"Anthemis","Anthemis cotula",3,5,8,37.5,62.5
"Anthoxanthum","Anthoxanthum odoratum",119,92,211,56.3981042654028,43.6018957345972
"Anthriscus","Anthriscus caucalis",2,6,8,25,75
"Anthriscus","Anthriscus sylvestris",89,155,244,36.4754098360656,63.5245901639344
"Antirrhinum","Antirrhinum majus",26,13,39,66.6666666666667,33.3333333333333
"Aphanochaete","Aphanochaete repens",1,0,1,100,0
"Aphyllon","Aphyllon uniflorum",62,44,106,58.4905660377358,41.5094339622642
"Apios","Apios americana",83,294,377,22.0159151193634,77.9840848806366
"Aplectrum","Aplectrum hyemale",108,0,108,100,0
"Apocynum","Apocynum androsaemifolium",63,342,405,15.5555555555556,84.4444444444444
"Apocynum","Apocynum cannabinum",1367,1354,2721,50.2388827636898,49.7611172363102
"Apocynum","Apocynum floribundum",3,6,9,33.3333333333333,66.6666666666667
"Aquilegia","Aquilegia canadensis",334,767,1101,30.3360581289737,69.6639418710263
"Aquilegia","Aquilegia coerulea",1,4,5,20,80
"Aquilegia","Aquilegia vulgaris",49,60,109,44.954128440367,55.045871559633
"Arabidopsis","Arabidopsis lyrata",42,26,68,61.7647058823529,38.2352941176471
"Arabidopsis","Arabidopsis thaliana",33,113,146,22.6027397260274,77.3972602739726
"Aralia","Aralia elata",283,485,768,36.8489583333333,63.1510416666667
"Aralia","Aralia hispida",13,43,56,23.2142857142857,76.7857142857143
"Aralia","Aralia nudicaulis",360,726,1086,33.1491712707182,66.8508287292818
"Aralia","Aralia racemosa",138,255,393,35.1145038167939,64.8854961832061
"Aralia","Aralia spinosa",66,2,68,97.0588235294118,2.94117647058824
"Arceuthobium","Arceuthobium pusillum",1,2,3,33.3333333333333,66.6666666666667
"Arctium","Arctium lappa",168,268,436,38.5321100917431,61.4678899082569
"Arctium","Arctium minus",226,373,599,37.7295492487479,62.2704507512521
"Arenaria","Arenaria serpyllifolia",27,21,48,56.25,43.75
"Arisaema","Arisaema dracontium",28,9,37,75.6756756756757,24.3243243243243
"Arisaema","Arisaema pusillum",5,0,5,100,0
"Arisaema","Arisaema stewardsonii",7,19,26,26.9230769230769,73.0769230769231
"Arisaema","Arisaema triphyllum",1155,1188,2343,49.2957746478873,50.7042253521127
"Aristida","Aristida dichotoma",3,1,4,75,25
"Aristida","Aristida longespica",2,3,5,40,60
"Aristida","Aristida purpurascens",11,0,11,100,0
"Armeria","Armeria maritima",4,0,4,100,0
"Armoracia","Armoracia rusticana",29,45,74,39.1891891891892,60.8108108108108
"Arnoglossum","Arnoglossum atriplicifolium",9,0,9,100,0
"Aronia","Aronia arbutifolia",8,48,56,14.2857142857143,85.7142857142857
"Aronia","Aronia melanocarpa",55,159,214,25.7009345794393,74.2990654205608
"Aronia","Aronia prunifolia",2,3,5,40,60
"Arrhenatherum","Arrhenatherum elatius",8,17,25,32,68
"Artemisia","Artemisia abrotanum",1,0,1,100,0
"Artemisia","Artemisia absinthium",4,12,16,25,75
"Artemisia","Artemisia annua",174,306,480,36.25,63.75
"Artemisia","Artemisia ludoviciana",6,32,38,15.7894736842105,84.2105263157895
"Artemisia","Artemisia stelleriana",2,71,73,2.73972602739726,97.2602739726027
"Artemisia","Artemisia vulgaris",1500,11089,12589,11.9151640320915,88.0848359679085
"Arthraxon","Arthraxon hispidus",64,2,66,96.969696969697,3.03030303030303
"Arum","Arum italicum",51,340,391,13.0434782608696,86.9565217391304
"Aruncus","Aruncus dioicus",43,11,54,79.6296296296296,20.3703703703704
"Arundinaria","Arundinaria gigantea",3,0,3,100,0
"Asarum","Asarum canadense",84,38,122,68.8524590163934,31.1475409836066
"Asarum","Asarum europaeum",6,11,17,35.2941176470588,64.7058823529412
"Asclepias","Asclepias curassavica",1,2,3,33.3333333333333,66.6666666666667
"Asclepias","Asclepias exaltata",116,44,160,72.5,27.5
"Asclepias","Asclepias incarnata",474,958,1432,33.1005586592179,66.8994413407821
"Asclepias","Asclepias purpurascens",42,24,66,63.6363636363636,36.3636363636364
"Asclepias","Asclepias quadrifolia",30,16,46,65.2173913043478,34.7826086956522
"Asclepias","Asclepias syriaca",1742,4806,6548,26.6035430665852,73.3964569334148
"Asclepias","Asclepias tuberosa",750,1130,1880,39.8936170212766,60.1063829787234
"Asclepias","Asclepias variegata",2,0,2,100,0
"Asclepias","Asclepias verticillata",32,12,44,72.7272727272727,27.2727272727273
"Asclepias","Asclepias viridiflora",22,1,23,95.6521739130435,4.34782608695652
"Asimina","Asimina triloba",473,32,505,93.6633663366337,6.33663366336634
"Asparagus","Asparagus officinalis",33,73,106,31.1320754716981,68.8679245283019
"Asplenium","Asplenium bradleyi",3,0,3,100,0
"Asplenium","Asplenium montanum",23,0,23,100,0
"Asplenium","Asplenium platyneuron",335,714,1049,31.9351763584366,68.0648236415634
"Asplenium","Asplenium rhizophyllum",50,58,108,46.2962962962963,53.7037037037037
"Asplenium","Asplenium ruta-muraria",1,7,8,12.5,87.5
"Asplenium","Asplenium trichomanes",81,229,310,26.1290322580645,73.8709677419355
"Asplenium","Asplenium trudellii",3,0,3,100,0
"Aster","Aster tataricus",3,4,7,42.8571428571429,57.1428571428571
"Astilbe","Astilbe japonica",3,135,138,2.17391304347826,97.8260869565217
"Athyrium","Athyrium angustum",73,252,325,22.4615384615385,77.5384615384615
"Athyrium","Athyrium asplenioides",24,5,29,82.7586206896552,17.2413793103448
"Atocion","Atocion armeria",48,46,94,51.063829787234,48.936170212766
"Atrichum","Atrichum angustatum",8,33,41,19.5121951219512,80.4878048780488
"Atrichum","Atrichum crispum",1,2,3,33.3333333333333,66.6666666666667
"Atrichum","Atrichum undulatum",3,9,12,25,75
"Atriplex","Atriplex patula",1,8,9,11.1111111111111,88.8888888888889
"Atriplex","Atriplex prostrata",1,23,24,4.16666666666667,95.8333333333333
"Aucuba","Aucuba japonica",11,16,27,40.7407407407407,59.2592592592593
"Aulacomnium","Aulacomnium palustre",1,7,8,12.5,87.5
"Aureolaria","Aureolaria flava",2,8,10,20,80
"Aureolaria","Aureolaria grandiflora",1,0,1,100,0
"Aureolaria","Aureolaria levigata",1,0,1,100,0
"Aureolaria","Aureolaria pedicularia",3,8,11,27.2727272727273,72.7272727272727
"Aureolaria","Aureolaria virginica",56,7,63,88.8888888888889,11.1111111111111
"Aurinia","Aurinia saxatilis",1,1,2,50,50
"Avena","Avena sativa",10,9,19,52.6315789473684,47.3684210526316
"Avenella","Avenella flexuosa",2,9,11,18.1818181818182,81.8181818181818
"Azolla","Azolla caroliniana",6,2,8,75,25
"Baccharis","Baccharis halimifolia",40,1484,1524,2.6246719160105,97.3753280839895
"Ballota","Ballota nigra",4,0,4,100,0
"Bambusa","Bambusa vulgaris",1,0,1,100,0
"Bambusina","Bambusina borreri",1,0,1,100,0
"Bangia","Bangia atropurpurea",1,0,1,100,0
"Baptisia","Baptisia alba",3,3,6,50,50
"Baptisia","Baptisia australis",103,151,254,40.5511811023622,59.4488188976378
"Baptisia","Baptisia tinctoria",151,55,206,73.3009708737864,26.6990291262136
"Barbarea","Barbarea verna",6,9,15,40,60
"Barbarea","Barbarea vulgaris",408,216,624,65.3846153846154,34.6153846153846
"Bartonia","Bartonia paniculata",2,1,3,66.6666666666667,33.3333333333333
"Bartonia","Bartonia virginica",20,11,31,64.5161290322581,35.4838709677419
"Bartramia","Bartramia ithyphylla",7,27,34,20.5882352941176,79.4117647058823
"Bassia","Bassia scoparia",3,57,60,5,95
"Bazzania","Bazzania trilobata",34,71,105,32.3809523809524,67.6190476190476
"Begonia","Begonia grandis",3,0,3,100,0
"Bellis","Bellis perennis",71,340,411,17.2749391727494,82.7250608272506
"Berberis","Berberis julianae",5,53,58,8.62068965517241,91.3793103448276
"Berberis","Berberis ottawensis",1,4,5,20,80
"Berberis","Berberis thunbergii",1816,1757,3573,50.8256367198433,49.1743632801567
"Berberis","Berberis vulgaris",1,109,110,0.909090909090909,99.0909090909091
"Berteroa","Berteroa incana",5,205,210,2.38095238095238,97.6190476190476
"Beta","Beta vulgaris",18,34,52,34.6153846153846,65.3846153846154
"Betula","Betula alleghaniensis",171,473,644,26.5527950310559,73.4472049689441
"Betula","Betula lenta",225,360,585,38.4615384615385,61.5384615384615
"Betula","Betula nigra",208,144,352,59.0909090909091,40.9090909090909
"Betula","Betula papyrifera",17,113,130,13.0769230769231,86.9230769230769
"Betula","Betula pendula",6,12,18,33.3333333333333,66.6666666666667
"Betula","Betula populifolia",154,256,410,37.5609756097561,62.4390243902439
"Bidens","Bidens aristosa",8,1,9,88.8888888888889,11.1111111111111
"Bidens","Bidens bipinnata",120,77,197,60.9137055837563,39.0862944162437
"Bidens","Bidens cernua",31,52,83,37.3493975903614,62.6506024096386
"Bidens","Bidens connata",19,38,57,33.3333333333333,66.6666666666667
"Bidens","Bidens frondosa",89,131,220,40.4545454545455,59.5454545454545
"Bidens","Bidens laevis",4,7,11,36.3636363636364,63.6363636363636
"Bidens","Bidens polylepis",8,2,10,80,20
"Bidens","Bidens vulgata",2,15,17,11.7647058823529,88.2352941176471
"Bignonia","Bignonia capreolata",2,0,2,100,0
"Blasia","Blasia pusilla",1,1,2,50,50
"Blephilia","Blephilia ciliata",4,3,7,57.1428571428571,42.8571428571429
"Blephilia","Blephilia hirsuta",31,1,32,96.875,3.125
"Boehmeria","Boehmeria cylindrica",102,72,174,58.6206896551724,41.3793103448276
"Bolboschoenus","Bolboschoenus fluviatilis",2,3,5,40,60
"Boltonia","Boltonia asteroides",6,4,10,60,40
"Borago","Borago officinalis",22,80,102,21.5686274509804,78.4313725490196
"Borodinia","Borodinia burkii",5,0,5,100,0
"Borodinia","Borodinia canadensis",2,2,4,50,50
"Borodinia","Borodinia dentata",1,0,1,100,0
"Borodinia","Borodinia laevigata",82,35,117,70.0854700854701,29.9145299145299
"Botrychium","Botrychium matricariifolium",1,8,9,11.1111111111111,88.8888888888889
"Botrypus","Botrypus virginianus",133,61,194,68.5567010309278,31.4432989690722
"Bouteloua","Bouteloua curtipendula",6,17,23,26.0869565217391,73.9130434782609
"Brachyelytrum","Brachyelytrum aristosum",1,1,2,50,50
"Brachyelytrum","Brachyelytrum erectum",5,2,7,71.4285714285714,28.5714285714286
"Brachypodium","Brachypodium sylvaticum",1,11,12,8.33333333333333,91.6666666666667
"Brachythecium","Brachythecium campestre",1,0,1,100,0
"Brasenia","Brasenia schreberi",68,125,193,35.2331606217617,64.7668393782383
"Brassica","Brassica juncea",2,2,4,50,50
"Brassica","Brassica napus",3,4,7,42.8571428571429,57.1428571428571
"Brassica","Brassica oleracea",80,81,161,49.6894409937888,50.3105590062112
"Brassica","Brassica rapa",25,7,32,78.125,21.875
"Brickellia","Brickellia eupatorioides",3,0,3,100,0
"Bromus","Bromus catharticus",1,3,4,25,75
"Bromus","Bromus commutatus",1,1,2,50,50
"Bromus","Bromus inermis",41,94,135,30.3703703703704,69.6296296296296
"Bromus","Bromus japonicus",1,6,7,14.2857142857143,85.7142857142857
"Bromus","Bromus pubescens",2,0,2,100,0
"Bromus","Bromus sterilis",7,2,9,77.7777777777778,22.2222222222222
"Bromus","Bromus tectorum",15,124,139,10.7913669064748,89.2086330935252
"Broussonetia","Broussonetia papyrifera",274,270,544,50.3676470588235,49.6323529411765
"Brunnera","Brunnera macrophylla",47,238,285,16.4912280701754,83.5087719298246
"Bryoandersonia","Bryoandersonia illecebra",27,16,43,62.7906976744186,37.2093023255814
"Bryum","Bryum argenteum",35,129,164,21.3414634146341,78.6585365853659
"Buddleja","Buddleja davidii",190,257,447,42.5055928411633,57.4944071588367
"Buglossoides","Buglossoides arvensis",14,2,16,87.5,12.5
"Bulbostylis","Bulbostylis capillaris",1,4,5,20,80
"Butomus","Butomus umbellatus",14,114,128,10.9375,89.0625
"Cabomba","Cabomba caroliniana",11,26,37,29.7297297297297,70.2702702702703
"Cakile","Cakile edentula",2,113,115,1.73913043478261,98.2608695652174
"Calamagrostis","Calamagrostis canadensis",1,3,4,25,75
"Calendula","Calendula officinalis",12,12,24,50,50
"Calepina","Calepina irregularis",1,0,1,100,0
"Calla","Calla palustris",19,60,79,24.0506329113924,75.9493670886076
"Callianthe","Callianthe megapotamica",1,0,1,100,0
"Callianthe","Callianthe picta",1,0,1,100,0
"Callicarpa","Callicarpa dichotoma",11,23,34,32.3529411764706,67.6470588235294
"Callicladium","Callicladium haldaneanum",9,16,25,36,64
"Callicladium","Callicladium imponens",115,152,267,43.0711610486891,56.9288389513109
"Calliergon","Calliergon cordifolium",1,0,1,100,0
"Calliergonella","Calliergonella lindbergii",1,7,8,12.5,87.5
"Callitriche","Callitriche heterophylla",2,0,2,100,0
"Callitriche","Callitriche stagnalis",9,2,11,81.8181818181818,18.1818181818182
"Calluna","Calluna vulgaris",1,1,2,50,50
"Calopogon","Calopogon tuberosus",11,48,59,18.6440677966102,81.3559322033898
"Caltha","Caltha palustris",203,507,710,28.5915492957746,71.4084507042254
"Calycanthus","Calycanthus floridus",197,119,316,62.3417721518987,37.6582278481013
"Calystegia","Calystegia sepium",133,417,550,24.1818181818182,75.8181818181818
"Calystegia","Calystegia silvatica",14,4,18,77.7777777777778,22.2222222222222
"Calystegia","Calystegia spithamaea",7,12,19,36.8421052631579,63.1578947368421
"Camassia","Camassia scilloides",3,0,3,100,0
"Campanula","Campanula glomerata",103,126,229,44.9781659388646,55.0218340611354
"Campanula","Campanula intercedens",10,98,108,9.25925925925926,90.7407407407407
"Campanula","Campanula persicifolia",6,19,25,24,76
"Campanula","Campanula poscharskyana",5,6,11,45.4545454545455,54.5454545454545
"Campanula","Campanula punctata",10,8,18,55.5555555555556,44.4444444444444
"Campanula","Campanula rapunculoides",52,291,343,15.1603498542274,84.8396501457726
"Campanula","Campanula trachelium",2,13,15,13.3333333333333,86.6666666666667
"Campanulastrum","Campanulastrum americanum",128,5,133,96.2406015037594,3.7593984962406
"Campsis","Campsis radicans",291,432,723,40.2489626556017,59.7510373443983
"Canna","Canna indica",1,0,1,100,0
"Capnoides","Capnoides sempervirens",42,143,185,22.7027027027027,77.2972972972973
"Capsella","Capsella bursa-pastoris",121,884,1005,12.0398009950249,87.9601990049751
"Cardamine","Cardamine angustata",43,0,43,100,0
"Cardamine","Cardamine bulbosa",93,13,106,87.7358490566038,12.2641509433962
"Cardamine","Cardamine concatenata",791,392,1183,66.8639053254438,33.1360946745562
"Cardamine","Cardamine diphylla",256,327,583,43.9108061749571,56.0891938250429
"Cardamine","Cardamine douglassii",41,25,66,62.1212121212121,37.8787878787879
"Cardamine","Cardamine flexuosa",3,0,3,100,0
"Cardamine","Cardamine hirsuta",472,498,970,48.659793814433,51.340206185567
"Cardamine","Cardamine impatiens",613,254,867,70.7035755478662,29.2964244521338
"Cardamine","Cardamine maxima",2,4,6,33.3333333333333,66.6666666666667
"Cardamine","Cardamine occulta",6,64,70,8.57142857142857,91.4285714285714
"Cardamine","Cardamine parviflora",7,1,8,87.5,12.5
"Cardamine","Cardamine pensylvanica",57,34,91,62.6373626373626,37.3626373626374
"Cardamine","Cardamine pratensis",46,125,171,26.9005847953216,73.0994152046784
"Cardamine","Cardamine rotundifolia",6,0,6,100,0
"Carduus","Carduus acanthoides",56,14,70,80,20
"Carduus","Carduus nutans",146,29,175,83.4285714285714,16.5714285714286
"Carex","Carex aggregata",1,0,1,100,0
"Carex","Carex alata",2,1,3,66.6666666666667,33.3333333333333
"Carex","Carex albursina",1,12,13,7.69230769230769,92.3076923076923
"Carex","Carex amphibola",3,6,9,33.3333333333333,66.6666666666667
"Carex","Carex annectens",1,7,8,12.5,87.5
"Carex","Carex arctata",1,2,3,33.3333333333333,66.6666666666667
"Carex","Carex baileyi",6,1,7,85.7142857142857,14.2857142857143
"Carex","Carex blanda",4,27,31,12.9032258064516,87.0967741935484
"Carex","Carex bromoides",2,5,7,28.5714285714286,71.4285714285714
"Carex","Carex bushii",6,6,12,50,50
"Carex","Carex canescens",1,7,8,12.5,87.5
"Carex","Carex cephalophora",1,6,7,14.2857142857143,85.7142857142857
"Carex","Carex communis",2,6,8,25,75
"Carex","Carex comosa",11,54,65,16.9230769230769,83.0769230769231
"Carex","Carex crinita",11,16,27,40.7407407407407,59.2592592592593
"Carex","Carex cristatella",2,9,11,18.1818181818182,81.8181818181818
"Carex","Carex davisii",6,3,9,66.6666666666667,33.3333333333333
"Carex","Carex debilis",3,4,7,42.8571428571429,57.1428571428571
"Carex","Carex folliculata",25,22,47,53.1914893617021,46.8085106382979
"Carex","Carex frankii",11,6,17,64.7058823529412,35.2941176470588
"Carex","Carex glaucodea",11,2,13,84.6153846153846,15.3846153846154
"Carex","Carex gracillima",1,19,20,5,95
"Carex","Carex granularis",8,19,27,29.6296296296296,70.3703703703704
"Carex","Carex grayi",90,72,162,55.5555555555556,44.4444444444444
"Carex","Carex gynandra",5,11,16,31.25,68.75
"Carex","Carex hirsutella",5,2,7,71.4285714285714,28.5714285714286
"Carex","Carex hirtifolia",1,4,5,20,80
"Carex","Carex hystericina",3,23,26,11.5384615384615,88.4615384615385
"Carex","Carex intumescens",62,134,196,31.6326530612245,68.3673469387755
"Carex","Carex jamesii",3,6,9,33.3333333333333,66.6666666666667
"Carex","Carex lacustris",3,8,11,27.2727272727273,72.7272727272727
"Carex","Carex laevivaginata",1,5,6,16.6666666666667,83.3333333333333
"Carex","Carex laxiculmis",1,6,7,14.2857142857143,85.7142857142857
"Carex","Carex laxiflora",3,2,5,60,40
"Carex","Carex leavenworthii",1,0,1,100,0
"Carex","Carex leptalea",2,10,12,16.6666666666667,83.3333333333333
"Carex","Carex lucorum",1,1,2,50,50
"Carex","Carex lupulina",15,30,45,33.3333333333333,66.6666666666667
"Carex","Carex lurida",123,212,335,36.7164179104478,63.2835820895522
"Carex","Carex molesta",1,1,2,50,50
"Carex","Carex pedunculata",1,18,19,5.26315789473684,94.7368421052632
"Carex","Carex pellita",1,6,7,14.2857142857143,85.7142857142857
"Carex","Carex pensylvanica",8,63,71,11.2676056338028,88.7323943661972
"Carex","Carex plantaginea",23,158,181,12.707182320442,87.292817679558
"Carex","Carex platyphylla",5,119,124,4.03225806451613,95.9677419354839
"Carex","Carex prasina",3,5,8,37.5,62.5
"Carex","Carex radiata",1,7,8,12.5,87.5
"Carex","Carex richardsonii",1,0,1,100,0
"Carex","Carex scabrata",10,9,19,52.6315789473684,47.3684210526316
"Carex","Carex scoparia",2,11,13,15.3846153846154,84.6153846153846
"Carex","Carex seorsa",1,4,5,20,80
"Carex","Carex shortiana",2,1,3,66.6666666666667,33.3333333333333
"Carex","Carex sparganioides",1,6,7,14.2857142857143,85.7142857142857
"Carex","Carex squarrosa",24,18,42,57.1428571428571,42.8571428571429
"Carex","Carex stipata",11,29,40,27.5,72.5
"Carex","Carex stricta",7,41,48,14.5833333333333,85.4166666666667
"Carex","Carex swanii",19,39,58,32.7586206896552,67.2413793103448
"Carex","Carex tonsa",4,4,8,50,50
"Carex","Carex torta",5,8,13,38.4615384615385,61.5384615384615
