"folder","file","output","reval"
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007202_sw_18_1_20170827.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_se_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007203_sw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_se_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007204_sw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_se_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007205_sw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_se_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007206_sw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007207_sw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_ne_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007208_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_ne_18_1_20170827.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.200.jpg.aux.xml",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.tif","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_nw_18_1_20170809.tif",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_se_18_1_20170827.200.jpg","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_se_18_1_20170827.200.jpg",0
"retvals_40072.csv","https://naipeuwest.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/40072/m_4007209_se_18_1_20170827.200.jpg.aux.xml","/storage/group/hlc30/default/data/deepflora/SCRATCH/ny_100cm_2017/40072/m_4007209_se_18_1_20170827.200.jpg.aux.xml",0
